Period,Commodity,Province,Country,State,Value ($),Quantity,Unit of measure
2018-01-01,1008.50.00 - Quinoa,Saskatchewan,The world,N/A,1975712,1331911,Weight in kilograms
2013-01-01,1008.60.00 - Triticale,Saskatchewan,The world,N/A,628548,1349457,Weight in kilograms
2018-01-01,1008.60.00 - Triticale,Saskatchewan,The world,N/A,507880,1048533,Weight in kilograms
2021-01-01,1008.60.00 - Triticale,Saskatchewan,The world,N/A,492383,721649,Weight in kilograms
2013-01-01,1008.90.10 - Wild rice,Saskatchewan,The world,N/A,667821,83979,Weight in kilograms
2020-01-01,1008.90.10 - Wild rice,Saskatchewan,The world,N/A,1173864,111305,Weight in kilograms
2012-01-01,"1008.90.90 - Cereals, nes",Saskatchewan,The world,N/A,137965,363295,Weight in kilograms
2018-01-01,"1008.90.90 - Cereals, nes",Saskatchewan,The world,N/A,330814,1002467,Weight in kilograms
2011-01-01,1008.30.00 - Canary seeds,Alberta,The world,N/A,46612,62688,Weight in kilograms
2018-01-01,1008.30.00 - Canary seeds,Alberta,The world,N/A,502129,815619,Weight in kilograms
2017-01-01,1008.50.00 - Quinoa,Alberta,The world,N/A,627,1901,Weight in kilograms
2021-01-01,1008.60.00 - Triticale,Alberta,The world,N/A,237248,429580,Weight in kilograms
2020-01-01,"1008.21.00 - Millet, seed for sowing",British Columbia,The world,N/A,203527,394068,Weight in kilograms
2021-01-01,"1008.21.00 - Millet, seed for sowing",British Columbia,The world,N/A,18794,22500,Weight in kilograms
2021-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",British Columbia,The world,N/A,90380,200663,Weight in kilograms
2016-01-01,1008.30.00 - Canary seeds,British Columbia,The world,N/A,1977120,2523096,Weight in kilograms
2018-01-01,1008.30.00 - Canary seeds,British Columbia,The world,N/A,1702586,2532365,Weight in kilograms
2017-01-01,1008.50.00 - Quinoa,British Columbia,The world,N/A,34706,71250,Weight in kilograms
2020-01-01,1008.50.00 - Quinoa,British Columbia,The world,N/A,68402,180877,Weight in kilograms
2016-01-01,1008.60.00 - Triticale,British Columbia,The world,N/A,7300,9979,Weight in kilograms
2020-01-01,1008.90.10 - Wild rice,British Columbia,The world,N/A,404130,41508,Weight in kilograms
2021-01-01,1008.90.10 - Wild rice,British Columbia,The world,N/A,153379,20545,Weight in kilograms
2012-01-01,"1008.90.90 - Cereals, nes",British Columbia,The world,N/A,12487,28000,Weight in kilograms
2019-01-01,"1008.90.90 - Cereals, nes",British Columbia,The world,N/A,339524,548498,Weight in kilograms
2020-01-01,"1008.90.90 - Cereals, nes",Newfoundland and Labrador,The world,N/A,362,1096,Weight in kilograms
2021-01-01,1008.50.00 - Quinoa,Prince Edward Island,The world,N/A,1116812,241130,Weight in kilograms
2020-01-01,1008.90.10 - Wild rice,Nova Scotia,The world,N/A,24531,2511,Weight in kilograms
2011-01-01,"1008.90.90 - Cereals unmilled, nes",Nova Scotia,The world,N/A,52,157,Weight in kilograms
2016-01-01,"1008.90.90 - Cereals, nes",Nova Scotia,The world,N/A,272,823,Weight in kilograms
2021-01-01,1008.90.10 - Wild rice,New Brunswick,The world,N/A,6973,939,Weight in kilograms
2011-01-01,1008.10.00 - Buckwheat,New Brunswick,The world,N/A,14003,7725,Weight in kilograms
2018-01-01,1008.90.10 - Wild rice,New Brunswick,The world,N/A,7393,1055,Weight in kilograms
2015-01-01,1008.10.00 - Buckwheat,Quebec,The world,N/A,710699,916038,Weight in kilograms
2016-01-01,1008.10.00 - Buckwheat,Quebec,The world,N/A,1692787,2134094,Weight in kilograms
2021-01-01,1008.50.00 - Quinoa,Quebec,The world,N/A,109937,259364,Weight in kilograms
2012-01-01,1008.90.10 - Wild rice,Quebec,The world,N/A,38739,3881,Weight in kilograms
2015-01-01,1008.90.10 - Wild rice,Quebec,The world,N/A,152175,12080,Weight in kilograms
2011-01-01,"1008.90.90 - Cereals unmilled, nes",Quebec,The world,N/A,11124,26652,Weight in kilograms
2020-01-01,"1008.90.90 - Cereals, nes",Quebec,The world,N/A,283993,254192,Weight in kilograms
2020-01-01,1008.10.00 - Buckwheat,Ontario,The world,N/A,745272,759782,Weight in kilograms
2017-01-01,"1008.21.00 - Millet, seed for sowing",Ontario,The world,N/A,268342,137365,Weight in kilograms
2012-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Ontario,The world,N/A,15870,24111,Weight in kilograms
2018-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Ontario,The world,N/A,45205,22901,Weight in kilograms
2019-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Ontario,The world,N/A,62656,91031,Weight in kilograms
2019-01-01,1008.30.00 - Canary seeds,Ontario,The world,N/A,2292495,2968625,Weight in kilograms
2012-01-01,1008.60.00 - Triticale,Ontario,The world,N/A,182378,324382,Weight in kilograms
2021-01-01,1008.60.00 - Triticale,Ontario,The world,N/A,975265,1103016,Weight in kilograms
2016-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,399908,85555,Weight in kilograms
2015-01-01,"1008.90.90 - Cereals, nes",Ontario,The world,N/A,2310809,363364,Weight in kilograms
2015-01-01,1008.60.00 - Triticale,Ontario,The world,N/A,12591,19958,Weight in kilograms
2017-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Manitoba,The world,N/A,306816,575993,Weight in kilograms
2013-01-01,1008.30.00 - Canary seeds,Manitoba,The world,N/A,29922092,39219871,Weight in kilograms
2015-01-01,1008.30.00 - Canary seeds,Manitoba,The world,N/A,7372983,8768106,Weight in kilograms
2017-01-01,1008.30.00 - Canary seeds,Manitoba,The world,N/A,4233387,5421992,Weight in kilograms
2020-01-01,1008.50.00 - Quinoa,Manitoba,The world,N/A,19064,30103,Weight in kilograms
2021-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,1069157,212372,Weight in kilograms
2018-01-01,"1008.90.90 - Cereals, nes",Manitoba,The world,N/A,63288,191782,Weight in kilograms
2016-01-01,1008.10.00 - Buckwheat,Saskatchewan,The world,N/A,5945,6190,Weight in kilograms
2018-01-01,1008.10.00 - Buckwheat,Saskatchewan,The world,N/A,426159,720819,Weight in kilograms
2021-01-01,1008.10.00 - Buckwheat,Saskatchewan,The world,N/A,13626,9996,Weight in kilograms
2013-01-01,"1008.21.00 - Millet, seed for sowing",Saskatchewan,The world,N/A,57949,115481,Weight in kilograms
2014-01-01,"1008.21.00 - Millet, seed for sowing",Saskatchewan,The world,N/A,375566,722004,Weight in kilograms
2021-01-01,"1008.21.00 - Millet, seed for sowing",Saskatchewan,The world,N/A,60130,135142,Weight in kilograms
2013-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Saskatchewan,The world,N/A,244629,404903,Weight in kilograms
2016-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Saskatchewan,The world,N/A,119510,222558,Weight in kilograms
2017-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Saskatchewan,The world,N/A,620038,1218556,Weight in kilograms
2014-01-01,1008.30.00 - Canary seeds,Saskatchewan,The world,N/A,112063779,157810881,Weight in kilograms
2019-01-01,1008.30.00 - Canary seeds,Saskatchewan,The world,N/A,103189046,152712785,Weight in kilograms
2020-01-01,1008.30.00 - Canary seeds,Saskatchewan,The world,N/A,95533707,125727382,Weight in kilograms
2014-01-01,1008.50.00 - Quinoa,Saskatchewan,The world,N/A,28465,21032,Weight in kilograms
2013-01-01,"1008.90.90 - Cereals, nes",Saskatchewan,The world,N/A,168305,500972,Weight in kilograms
2018-01-01,1008.50.00 - Quinoa,Alberta,The world,N/A,846,2564,Weight in kilograms
2021-01-01,1008.50.00 - Quinoa,Alberta,The world,N/A,12,36,Weight in kilograms
2020-01-01,1008.60.00 - Triticale,Alberta,The world,N/A,189399,326849,Weight in kilograms
2018-01-01,"1008.90.90 - Cereals, nes",Alberta,The world,N/A,83809,171321,Weight in kilograms
2017-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",British Columbia,The world,N/A,2400,91000,Weight in kilograms
2011-01-01,1008.30.00 - Canary seeds,British Columbia,The world,N/A,2821902,3752751,Weight in kilograms
2013-01-01,1008.30.00 - Canary seeds,British Columbia,The world,N/A,1664929,2005307,Weight in kilograms
2015-01-01,1008.60.00 - Triticale,British Columbia,The world,N/A,25779,37195,Weight in kilograms
2014-01-01,1008.90.10 - Wild rice,British Columbia,The world,N/A,20344,1858,Weight in kilograms
2017-01-01,1008.90.10 - Wild rice,British Columbia,The world,N/A,123751,10301,Weight in kilograms
2014-01-01,"1008.90.90 - Cereals, nes",British Columbia,The world,N/A,42665,130140,Weight in kilograms
2018-01-01,"1008.90.90 - Cereals, nes",British Columbia,The world,N/A,189032,187715,Weight in kilograms
2018-01-01,1008.50.00 - Quinoa,Nova Scotia,The world,N/A,96,291,Weight in kilograms
2019-01-01,1008.50.00 - Quinoa,Nova Scotia,The world,N/A,291,880,Weight in kilograms
2016-01-01,1008.90.10 - Wild rice,New Brunswick,The world,N/A,7260,1088,Weight in kilograms
2017-01-01,1008.10.00 - Buckwheat,Quebec,The world,N/A,1137326,1246428,Weight in kilograms
2018-01-01,1008.10.00 - Buckwheat,Quebec,The world,N/A,2063409,2159569,Weight in kilograms
2021-01-01,"1008.21.00 - Millet, seed for sowing",Quebec,The world,N/A,186955,377368,Weight in kilograms
2014-01-01,1008.30.00 - Canary seeds,Quebec,The world,N/A,301498,400009,Weight in kilograms
2019-01-01,1008.50.00 - Quinoa,Quebec,The world,N/A,619404,1629997,Weight in kilograms
2014-01-01,1008.90.10 - Wild rice,Quebec,The world,N/A,175228,16537,Weight in kilograms
2018-01-01,1008.90.10 - Wild rice,Quebec,The world,N/A,1757,176,Weight in kilograms
2021-01-01,"1008.90.90 - Cereals, nes",Quebec,The world,N/A,179173,111906,Weight in kilograms
2019-01-01,"1008.21.00 - Millet, seed for sowing",Ontario,The world,N/A,183126,46450,Weight in kilograms
2020-01-01,"1008.21.00 - Millet, seed for sowing",Ontario,The world,N/A,96265,19264,Weight in kilograms
2017-01-01,1008.50.00 - Quinoa,Ontario,The world,N/A,281352,83443,Weight in kilograms
2012-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,635940,255878,Weight in kilograms
2018-01-01,"1008.90.90 - Cereals, nes",Ontario,The world,N/A,2209592,494038,Weight in kilograms
2014-01-01,1008.10.00 - Buckwheat,Manitoba,The world,N/A,1509332,1782196,Weight in kilograms
2018-01-01,1008.10.00 - Buckwheat,Manitoba,The world,N/A,910584,978992,Weight in kilograms
2018-01-01,"1008.21.00 - Millet, seed for sowing",Manitoba,The world,N/A,651176,1153320,Weight in kilograms
2014-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Manitoba,The world,N/A,535312,980195,Weight in kilograms
2019-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Manitoba,The world,N/A,1092850,1771647,Weight in kilograms
2021-01-01,1008.30.00 - Canary seeds,Manitoba,The world,N/A,2455584,2684940,Weight in kilograms
2014-01-01,1008.60.00 - Triticale,Manitoba,The world,N/A,2891658,5372384,Weight in kilograms
2017-01-01,1008.60.00 - Triticale,Manitoba,The world,N/A,1339226,2730918,Weight in kilograms
2021-01-01,1008.60.00 - Triticale,Manitoba,The world,N/A,1267018,2018346,Weight in kilograms
2011-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,712245,85283,Weight in kilograms
2012-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,1115145,113745,Weight in kilograms
2019-01-01,"1008.90.90 - Cereals, nes",Manitoba,The world,N/A,10400,31515,Weight in kilograms
2015-01-01,1008.10.00 - Buckwheat,Saskatchewan,The world,N/A,165251,203005,Weight in kilograms
2019-01-01,1008.10.00 - Buckwheat,Saskatchewan,The world,N/A,960,1920,Weight in kilograms
2018-01-01,"1008.21.00 - Millet, seed for sowing",Saskatchewan,The world,N/A,79199,135342,Weight in kilograms
2020-01-01,"1008.21.00 - Millet, seed for sowing",Saskatchewan,The world,N/A,249712,497612,Weight in kilograms
2021-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Saskatchewan,The world,N/A,206522,310028,Weight in kilograms
2018-01-01,1008.30.00 - Canary seeds,Saskatchewan,The world,N/A,91124207,141556897,Weight in kilograms
2015-01-01,"1008.90.90 - Cereals, nes",Saskatchewan,The world,N/A,441373,384882,Weight in kilograms
2020-01-01,"1008.90.90 - Cereals, nes",Saskatchewan,The world,N/A,64377,137695,Weight in kilograms
2015-01-01,1008.60.00 - Triticale,Alberta,The world,N/A,213514,404618,Weight in kilograms
2012-01-01,1008.90.10 - Wild rice,Alberta,The world,N/A,30,3,Weight in kilograms
2019-01-01,1008.90.10 - Wild rice,Alberta,The world,N/A,203820,24795,Weight in kilograms
2012-01-01,"1008.90.90 - Cereals, nes",Alberta,The world,N/A,224752,593890,Weight in kilograms
2016-01-01,1008.10.00 - Buckwheat,British Columbia,The world,N/A,21200,42554,Weight in kilograms
2011-01-01,1008.20.00 - Millet (Terminated 2011-12),British Columbia,The world,N/A,62361,132329,Weight in kilograms
2013-01-01,1008.50.00 - Quinoa,British Columbia,The world,N/A,1404,4255,Weight in kilograms
2021-01-01,1008.50.00 - Quinoa,British Columbia,The world,N/A,6616,19984,Weight in kilograms
2019-01-01,1008.60.00 - Triticale,British Columbia,The world,N/A,38973,50310,Weight in kilograms
2012-01-01,1008.90.10 - Wild rice,British Columbia,The world,N/A,145219,13943,Weight in kilograms
2011-01-01,"1008.90.90 - Cereals unmilled, nes",British Columbia,The world,N/A,590,1788,Weight in kilograms
2015-01-01,"1008.90.90 - Cereals, nes",British Columbia,The world,N/A,257757,781041,Weight in kilograms
2019-01-01,1008.10.00 - Buckwheat,Prince Edward Island,The world,N/A,24931,35380,Weight in kilograms
2015-01-01,1008.90.10 - Wild rice,Nova Scotia,The world,N/A,6631,842,Weight in kilograms
2017-01-01,1008.90.10 - Wild rice,Nova Scotia,The world,N/A,6378,786,Weight in kilograms
2019-01-01,"1008.90.90 - Cereals, nes",Nova Scotia,The world,N/A,478,1450,Weight in kilograms
2011-01-01,1008.30.00 - Canary seeds,New Brunswick,The world,N/A,75341,83250,Weight in kilograms
2021-01-01,1008.50.00 - Quinoa,New Brunswick,The world,N/A,25,75,Weight in kilograms
2014-01-01,1008.10.00 - Buckwheat,Quebec,The world,N/A,654912,966457,Weight in kilograms
2014-01-01,"1008.21.00 - Millet, seed for sowing",Quebec,The world,N/A,39320,74146,Weight in kilograms
2016-01-01,"1008.21.00 - Millet, seed for sowing",Quebec,The world,N/A,46749,87465,Weight in kilograms
2017-01-01,"1008.21.00 - Millet, seed for sowing",Quebec,The world,N/A,22712,47896,Weight in kilograms
2018-01-01,"1008.21.00 - Millet, seed for sowing",Quebec,The world,N/A,252618,375189,Weight in kilograms
2016-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Quebec,The world,N/A,140983,222225,Weight in kilograms
2013-01-01,1008.30.00 - Canary seeds,Quebec,The world,N/A,1016153,1210428,Weight in kilograms
2013-01-01,1008.50.00 - Quinoa,Quebec,The world,N/A,234,709,Weight in kilograms
2013-01-01,1008.90.10 - Wild rice,Quebec,The world,N/A,92368,9818,Weight in kilograms
2014-01-01,"1008.90.90 - Cereals, nes",Quebec,The world,N/A,95809,73877,Weight in kilograms
2015-01-01,"1008.90.90 - Cereals, nes",Quebec,The world,N/A,87243,100026,Weight in kilograms
2019-01-01,"1008.90.90 - Cereals, nes",Quebec,The world,N/A,490301,250572,Weight in kilograms
2017-01-01,1008.10.00 - Buckwheat,Ontario,The world,N/A,1996777,2509628,Weight in kilograms
2018-01-01,1008.10.00 - Buckwheat,Ontario,The world,N/A,922180,1219092,Weight in kilograms
2021-01-01,1008.10.00 - Buckwheat,Ontario,The world,N/A,221478,232246,Weight in kilograms
2011-01-01,1008.20.00 - Millet (Terminated 2011-12),Ontario,The world,N/A,306420,392046,Weight in kilograms
2015-01-01,"1008.21.00 - Millet, seed for sowing",Ontario,The world,N/A,323543,133938,Weight in kilograms
2016-01-01,"1008.21.00 - Millet, seed for sowing",Ontario,The world,N/A,232980,57950,Weight in kilograms
2014-01-01,1008.30.00 - Canary seeds,Ontario,The world,N/A,2158995,2667065,Weight in kilograms
2018-01-01,1008.30.00 - Canary seeds,Ontario,The world,N/A,764256,1230790,Weight in kilograms
2020-01-01,1008.30.00 - Canary seeds,Ontario,The world,N/A,3386034,4397617,Weight in kilograms
2019-01-01,1008.50.00 - Quinoa,Ontario,The world,N/A,300803,112685,Weight in kilograms
2017-01-01,1008.60.00 - Triticale,Ontario,The world,N/A,28434,40370,Weight in kilograms
2017-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,323112,61840,Weight in kilograms
2011-01-01,1008.10.00 - Buckwheat,Manitoba,The world,N/A,950774,1285516,Weight in kilograms
2012-01-01,1008.10.00 - Buckwheat,Manitoba,The world,N/A,1339202,1622748,Weight in kilograms
2021-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Manitoba,The world,N/A,5329463,9490924,Weight in kilograms
2011-01-01,1008.30.00 - Canary seeds,Manitoba,The world,N/A,11046859,13978253,Weight in kilograms
2018-01-01,1008.60.00 - Triticale,Manitoba,The world,N/A,1782174,3048673,Weight in kilograms
2020-01-01,1008.60.00 - Triticale,Manitoba,The world,N/A,1188797,2030179,Weight in kilograms
2014-01-01,"1008.90.90 - Cereals, nes",Manitoba,The world,N/A,117645,263350,Weight in kilograms
2013-01-01,1008.10.00 - Buckwheat,Saskatchewan,The world,N/A,121456,142010,Weight in kilograms
2012-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Saskatchewan,The world,N/A,293522,495716,Weight in kilograms
2014-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Saskatchewan,The world,N/A,315083,411818,Weight in kilograms
2016-01-01,1008.30.00 - Canary seeds,Saskatchewan,The world,N/A,93046375,124551990,Weight in kilograms
2017-01-01,1008.30.00 - Canary seeds,Saskatchewan,The world,N/A,92693442,142654818,Weight in kilograms
2021-01-01,1008.30.00 - Canary seeds,Saskatchewan,The world,N/A,62372647,74553641,Weight in kilograms
2019-01-01,1008.50.00 - Quinoa,Saskatchewan,The world,N/A,2426672,1621967,Weight in kilograms
2017-01-01,1008.60.00 - Triticale,Saskatchewan,The world,N/A,434330,810871,Weight in kilograms
2019-01-01,1008.60.00 - Triticale,Saskatchewan,The world,N/A,618144,893485,Weight in kilograms
2011-01-01,"1008.90.90 - Cereals unmilled, nes",Saskatchewan,The world,N/A,532488,1252752,Weight in kilograms
2019-01-01,"1008.90.90 - Cereals, nes",Saskatchewan,The world,N/A,130933,396767,Weight in kilograms
2015-01-01,1008.30.00 - Canary seeds,Alberta,The world,N/A,685783,842442,Weight in kilograms
2019-01-01,1008.30.00 - Canary seeds,Alberta,The world,N/A,551062,1008560,Weight in kilograms
2012-01-01,1008.60.00 - Triticale,Alberta,The world,N/A,571983,1307773,Weight in kilograms
2014-01-01,1008.60.00 - Triticale,Alberta,The world,N/A,262974,642936,Weight in kilograms
2018-01-01,1008.60.00 - Triticale,Alberta,The world,N/A,268128,470338,Weight in kilograms
2019-01-01,1008.60.00 - Triticale,Alberta,The world,N/A,145770,273619,Weight in kilograms
2013-01-01,1008.90.10 - Wild rice,Alberta,The world,N/A,59391,6133,Weight in kilograms
2018-01-01,1008.10.00 - Buckwheat,British Columbia,The world,N/A,1133,2271,Weight in kilograms
2017-01-01,"1008.21.00 - Millet, seed for sowing",British Columbia,The world,N/A,14400,1827,Weight in kilograms
2020-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",British Columbia,The world,N/A,536384,987665,Weight in kilograms
2014-01-01,1008.30.00 - Canary seeds,British Columbia,The world,N/A,2701766,3521356,Weight in kilograms
2020-01-01,1008.30.00 - Canary seeds,British Columbia,The world,N/A,6101859,7250163,Weight in kilograms
2014-01-01,1008.60.00 - Triticale,British Columbia,The world,N/A,24754,42897,Weight in kilograms
2015-01-01,1008.90.10 - Wild rice,British Columbia,The world,N/A,253843,23787,Weight in kilograms
2019-01-01,1008.90.10 - Wild rice,British Columbia,The world,N/A,503748,50045,Weight in kilograms
2016-01-01,"1008.90.90 - Cereals, nes",British Columbia,The world,N/A,15812,47915,Weight in kilograms
2017-01-01,"1008.90.90 - Cereals, nes",British Columbia,The world,N/A,26334,79799,Weight in kilograms
1988-01-01,1008.30.00 - Canary seeds,Newfoundland and Labrador,The world,N/A,52011,160570,Weight in kilograms
1988-01-01,1008.90.00 - Cereals unmilled nes (Terminated 1988-12),New Brunswick,The world,N/A,17798,32659,Weight in kilograms
2005-01-01,1008.20.00 - Millet (Terminated 2011-12),New Brunswick,The world,N/A,7086,22200,Weight in kilograms
1994-01-01,1008.30.00 - Canary seeds,New Brunswick,The world,N/A,33855,97241,Weight in kilograms
1991-01-01,1008.10.00 - Buckwheat,Quebec,The world,N/A,188933,945378,Weight in kilograms
1989-01-01,"1008.20.90 - Millet, nes (Terminated 1989-12)",Quebec,The world,N/A,85051,285933,Weight in kilograms
1997-01-01,1008.20.00 - Millet (Terminated 2011-12),Quebec,The world,N/A,269827,344999,Weight in kilograms
2008-01-01,1008.20.00 - Millet (Terminated 2011-12),Quebec,The world,N/A,923132,2252962,Weight in kilograms
2007-01-01,1008.30.00 - Canary seeds,Quebec,The world,N/A,2611319,4984490,Weight in kilograms
2010-01-01,1008.30.00 - Canary seeds,Quebec,The world,N/A,3687328,5245995,Weight in kilograms
1990-01-01,1008.90.10 - Wild rice,Quebec,The world,N/A,35710,4286,Weight in kilograms
2001-01-01,1008.90.10 - Wild rice,Quebec,The world,N/A,257618,32144,Weight in kilograms
2005-01-01,1008.90.10 - Wild rice,Quebec,The world,N/A,51569,9569,Weight in kilograms
2009-01-01,1008.90.10 - Wild rice,Quebec,The world,N/A,55256,6004,Weight in kilograms
1993-01-01,"1008.90.90 - Cereals unmilled, nes",Quebec,The world,N/A,137250,25178,Weight in kilograms
1990-01-01,1008.10.00 - Buckwheat,Ontario,The world,N/A,708481,1780815,Weight in kilograms
1993-01-01,1008.10.00 - Buckwheat,Ontario,The world,N/A,99895,255960,Weight in kilograms
2000-01-01,1008.10.00 - Buckwheat,Ontario,The world,N/A,461030,1013836,Weight in kilograms
2009-01-01,1008.10.00 - Buckwheat,Ontario,The world,N/A,223085,422452,Weight in kilograms
1995-01-01,1008.20.00 - Millet (Terminated 2011-12),Ontario,The world,N/A,126146,152803,Weight in kilograms
1998-01-01,1008.20.00 - Millet (Terminated 2011-12),Ontario,The world,N/A,59483,68348,Weight in kilograms
1999-01-01,1008.20.00 - Millet (Terminated 2011-12),Ontario,The world,N/A,34761,48284,Weight in kilograms
2002-01-01,1008.20.00 - Millet (Terminated 2011-12),Ontario,The world,N/A,470546,529616,Weight in kilograms
1988-01-01,1008.30.00 - Canary seeds,Ontario,The world,N/A,928376,2622106,Weight in kilograms
1994-01-01,1008.30.00 - Canary seeds,Ontario,The world,N/A,1251998,2430082,Weight in kilograms
2003-01-01,1008.30.00 - Canary seeds,Ontario,The world,N/A,2089320,4398091,Weight in kilograms
2010-01-01,1008.30.00 - Canary seeds,Ontario,The world,N/A,9314619,17796682,Weight in kilograms
1989-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,567814,61048,Weight in kilograms
1996-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,466562,128664,Weight in kilograms
2003-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,788495,454400,Weight in kilograms
2004-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,171068,43088,Weight in kilograms
2005-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,112791,20097,Weight in kilograms
2007-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,532403,83260,Weight in kilograms
2008-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,301073,72552,Weight in kilograms
1989-01-01,"1008.90.90 - Cereals unmilled, nes",Ontario,The world,N/A,2625,3000,Weight in kilograms
1990-01-01,1008.10.00 - Buckwheat,Manitoba,The world,N/A,4670901,10572021,Weight in kilograms
2008-01-01,1008.10.00 - Buckwheat,Manitoba,The world,N/A,841693,1453902,Weight in kilograms
1993-01-01,1008.20.00 - Millet (Terminated 2011-12),Manitoba,The world,N/A,308099,759950,Weight in kilograms
1994-01-01,1008.20.00 - Millet (Terminated 2011-12),Manitoba,The world,N/A,383751,785950,Weight in kilograms
2006-01-01,1008.20.00 - Millet (Terminated 2011-12),Manitoba,The world,N/A,1041008,2361523,Weight in kilograms
2007-01-01,1008.20.00 - Millet (Terminated 2011-12),Manitoba,The world,N/A,2113232,4307773,Weight in kilograms
2010-01-01,1008.20.00 - Millet (Terminated 2011-12),Manitoba,The world,N/A,965194,1928761,Weight in kilograms
2002-01-01,1008.30.00 - Canary seeds,Manitoba,The world,N/A,26000206,32533347,Weight in kilograms
2004-01-01,1008.30.00 - Canary seeds,Manitoba,The world,N/A,12352184,26074498,Weight in kilograms
2010-01-01,1008.30.00 - Canary seeds,Manitoba,The world,N/A,5841319,9302751,Weight in kilograms
1989-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,983015,140773,Weight in kilograms
1990-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,1336509,302021,Weight in kilograms
2002-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,846630,295607,Weight in kilograms
2007-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,954200,90047,Weight in kilograms
2009-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,678174,65561,Weight in kilograms
1995-01-01,"1008.90.90 - Cereals unmilled, nes",Manitoba,The world,N/A,463850,1420812,Weight in kilograms
2005-01-01,"1008.90.90 - Cereals unmilled, nes",Manitoba,The world,N/A,736205,2462462,Weight in kilograms
2002-01-01,1008.10.00 - Buckwheat,Saskatchewan,The world,N/A,1247226,1762477,Weight in kilograms
1988-01-01,"1008.20.10 - Millet, seed (Terminated 1989-12)",Saskatchewan,The world,N/A,3426,9000,Weight in kilograms
1990-01-01,1008.20.00 - Millet (Terminated 2011-12),Saskatchewan,The world,N/A,232693,1007273,Weight in kilograms
2001-01-01,1008.20.00 - Millet (Terminated 2011-12),Saskatchewan,The world,N/A,123698,212363,Weight in kilograms
2003-01-01,1008.20.00 - Millet (Terminated 2011-12),Saskatchewan,The world,N/A,282968,491416,Weight in kilograms
2004-01-01,1008.30.00 - Canary seeds,Saskatchewan,The world,N/A,47307669,106290074,Weight in kilograms
2010-01-01,1008.30.00 - Canary seeds,Saskatchewan,The world,N/A,83263786,144242609,Weight in kilograms
2004-01-01,1008.90.10 - Wild rice,Saskatchewan,The world,N/A,1504333,279924,Weight in kilograms
2006-01-01,1008.90.10 - Wild rice,Saskatchewan,The world,N/A,1333660,217586,Weight in kilograms
1998-01-01,"1008.90.90 - Cereals unmilled, nes",Saskatchewan,The world,N/A,75096,207657,Weight in kilograms
2004-01-01,"1008.90.90 - Cereals unmilled, nes",Saskatchewan,The world,N/A,142662,211483,Weight in kilograms
2005-01-01,"1008.90.90 - Cereals unmilled, nes",Saskatchewan,The world,N/A,154827,350665,Weight in kilograms
2008-01-01,"1008.90.90 - Cereals unmilled, nes",Saskatchewan,The world,N/A,671573,975214,Weight in kilograms
1999-01-01,1008.10.00 - Buckwheat,Alberta,The world,N/A,130496,242927,Weight in kilograms
2005-01-01,1008.10.00 - Buckwheat,Alberta,The world,N/A,4602,6214,Weight in kilograms
1990-01-01,1008.30.00 - Canary seeds,Alberta,The world,N/A,349344,877729,Weight in kilograms
1991-01-01,1008.30.00 - Canary seeds,Alberta,The world,N/A,172548,704510,Weight in kilograms
1994-01-01,1008.90.10 - Wild rice,Alberta,The world,N/A,24484,4128,Weight in kilograms
1996-01-01,1008.90.10 - Wild rice,Alberta,The world,N/A,32369,9823,Weight in kilograms
